선수명,생년월일,출신교,출신,연도,팀명,타율,경기,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도실,볼넷,사구,삼진,병살,실책
정학원,1968년 08월 03일,원광대,한국,1992,쌍방울,0.226,25,62,2,14,1,0,0,15,8,1,0,6,0,13,0,3
정학원,1968년 08월 03일,원광대,한국,1995,쌍방울,0.167,6,6,0,1,0,0,0,1,0,0,0,0,0,1,1,0
정혁진,1960년 07월 05일,고려대,한국,1982,OB,0.299,59,147,17,44,7,1,3,62,23,3,2,5,2,15,2,2
정혁진,1960년 07월 05일,고려대,한국,1983,OB,0.114,36,70,2,8,1,0,0,9,2,0,0,2,1,14,1,2
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1982,삼성,0.288,54,146,31,42,9,1,5,68,26,4,2,28,1,17,5,1
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1983,삼성,0.231,86,255,30,59,11,0,6,88,25,2,4,23,1,34,6,2
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1984,삼성,0.28,54,132,23,37,6,0,10,73,28,2,2,18,1,18,4,2
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1985,삼성,0.269,51,119,13,32,7,0,3,48,19,1,1,13,1,25,2,0
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1986,삼성,0.328,72,128,17,42,5,1,4,61,23,2,2,24,2,19,4,2
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1987,청보,0.264,103,284,33,75,16,2,13,134,49,4,8,39,0,59,2,3
정현발,1953년 02월 20일,경북고-한양대-삼성-청보,한국,1988,태평양,0.188,57,138,11,26,5,0,5,46,17,0,0,16,0,32,6,1
정현택,1980년 02월 22일,배명고-LG-현대,한국,1999,LG,0.263,17,38,6,10,0,1,1,15,2,1,0,3,1,9,0,0
정현택,1980년 02월 22일,배명고-LG-현대,한국,2000,LG,0.6,8,5,0,3,0,0,0,3,2,0,0,1,0,0,0,0
정현택,1980년 02월 22일,배명고-LG-현대,한국,2001,현대,0.209,30,43,5,9,1,0,1,13,4,0,0,4,0,10,3,0
정호진,1974년 01월 05일,마산상고,한국,1993,롯데,0.221,42,86,7,19,2,0,0,21,4,1,0,3,0,9,5,4
정호진,1974년 01월 05일,마산상고,한국,1994,롯데,0,5,5,1,0,0,0,0,0,1,0,0,2,0,1,0,0
정호진,1974년 01월 05일,마산상고,한국,1996,롯데,0.375,3,8,1,3,1,0,0,4,1,0,0,0,0,0,1,1
정호진,1974년 01월 05일,마산상고,한국,1997,롯데,0.115,19,26,4,3,1,0,0,4,2,0,0,3,2,3,2,4
정호진,1974년 01월 05일,마산상고,한국,1998,롯데,0.25,10,12,1,3,1,0,0,4,0,0,0,1,0,2,0,1
정회선,1974년 05월 26일,공주고-경성대,한국,1999,삼성,0.5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1990,해태,0.257,74,202,19,52,10,1,3,73,26,1,4,12,1,22,4,4
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1991,해태,0.238,89,193,24,46,6,1,6,72,26,2,3,24,1,27,7,1
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1992,해태,0.276,97,214,28,59,10,1,7,92,46,3,1,13,6,31,9,7
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1993,해태,0.275,117,345,33,95,14,1,7,132,35,0,4,16,5,41,11,9
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1994,해태,0.236,80,271,22,64,8,0,8,96,34,0,0,9,4,32,6,6
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1995,해태,0.143,8,14,0,2,1,0,0,3,0,0,0,0,0,2,1,1
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1996,해태,0.184,59,103,12,19,4,0,3,32,11,0,1,16,3,24,2,0
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1997,해태,0,11,9,0,0,0,0,0,0,0,0,0,0,1,3,0,1
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1998,삼성,0.262,39,61,2,16,2,0,0,18,8,0,0,5,1,13,2,1
정회열,1968년 10월 09일,중앙초-충장중-광주제일고-연세대-해태-삼성,한국,1999,삼성,0.18,47,89,6,16,3,0,2,25,14,1,2,5,2,21,3,2
정희상,1982년 08월 13일,청구초-충암중-중앙고-단국대-한화-상무,한국,2005,한화,0,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1
정희상,1982년 08월 13일,청구초-충암중-중앙고-단국대-한화-상무,한국,2007,한화,0.159,41,63,8,10,3,0,2,19,3,1,0,3,1,18,4,0
정희상,1982년 08월 13일,청구초-충암중-중앙고-단국대-한화-상무,한국,2010,한화,0.266,29,64,7,17,2,1,0,21,6,3,0,9,0,22,0,0
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1992,OB,0.3,7,10,1,3,0,0,0,3,0,0,0,0,0,1,0,1
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1993,OB,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1994,OB,0.091,26,33,2,3,1,0,0,4,1,0,0,5,0,13,1,0
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1995,한화,0.219,26,32,2,7,1,0,0,8,2,0,0,3,4,7,1,3
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1996,한화,0.258,123,325,24,84,14,3,2,110,39,1,4,25,14,56,8,10
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1997,한화,0.188,77,101,9,19,3,0,2,28,6,1,1,18,5,20,5,3
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1998,한화,0.268,61,82,5,22,4,0,1,29,4,0,1,7,0,18,1,2
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,1999,한화,0.232,118,194,32,45,11,0,2,62,20,2,0,23,6,45,7,6
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,2000,한화,0.215,87,163,13,35,9,0,1,47,13,0,1,19,3,46,2,4
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,2001,한화,0.275,89,138,16,38,9,0,3,56,9,2,2,14,3,30,1,3
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,2002,한화,0.204,107,157,15,32,6,0,4,50,16,1,2,13,3,41,3,2
조경택,1970년 11월 25일,원주중앙초-원주중-원주고-OB-한화,한국,2003,한화,0.186,48,59,4,11,1,0,0,12,2,0,0,8,0,9,3,2
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,1998,롯데,0.231,103,295,34,68,16,2,9,115,40,1,2,32,6,98,2,3
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,1999,롯데,0.284,118,342,49,97,22,2,19,180,65,1,3,29,5,108,4,2
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2000,롯데,0.264,113,386,52,102,15,2,25,196,64,1,4,42,9,113,6,2
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2001,롯데,0.303,120,433,65,131,33,0,26,242,102,2,0,47,8,109,6,1
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2002,SK,0.214,93,280,37,60,15,3,13,120,33,0,1,20,6,99,2,2
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2003,SK,0.285,121,376,63,107,20,1,23,198,68,2,6,45,11,103,10,3
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2004,SK,0.239,92,226,27,54,5,0,5,74,31,4,1,28,7,68,9,0
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2005,SK,0.206,19,34,4,7,0,0,2,13,4,0,0,0,1,12,0,0
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2006,KIA,0.231,54,121,11,28,7,0,4,47,19,1,0,15,3,32,4,0
조경환,1972년 08월 27일,백산초-신월중-서울고-고려대-롯데-SK,한국,2007,KIA,0.225,64,129,8,29,8,0,5,52,18,0,2,16,4,39,3,1
조규철,1969년 03월 15일,대전고-성균관대,한국,1993,롯데,0.111,10,9,2,1,0,0,0,1,0,0,1,1,0,2,1,1
조규철,1969년 03월 15일,대전고-성균관대,한국,1994,롯데,0.235,31,34,3,8,1,0,0,9,5,4,1,1,1,12,0,4
조규철,1969년 03월 15일,대전고-성균관대,한국,1995,롯데,0.205,95,73,16,15,1,1,0,18,5,10,2,8,1,20,0,2
조규철,1969년 03월 15일,대전고-성균관대,한국,1996,롯데,0.2,24,15,2,3,1,1,0,6,3,0,0,1,0,5,0,3
조규철,1969년 03월 15일,대전고-성균관대,한국,1997,롯데,0.222,40,54,7,12,0,0,1,15,4,3,1,2,0,15,2,6
조규철,1969년 03월 15일,대전고-성균관대,한국,1998,롯데,0.2,33,25,7,5,3,0,0,8,2,1,0,0,0,10,0,1
조규철,1969년 03월 15일,대전고-성균관대,한국,1999,롯데,0.083,15,12,4,1,0,1,0,3,1,0,1,0,0,6,1,0
조남기,1974년 05월 17일,장충고-중앙대,한국,1997,해태,0.242,24,33,4,8,1,0,0,9,2,0,0,3,1,6,1,1
조남기,1974년 05월 17일,장충고-중앙대,한국,1999,해태,0.5,1,4,1,2,1,0,0,3,3,0,0,0,0,0,0,0
조만형,1970년 01월 12일,원광대,한국,1992,LG,0,8,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
조문기,1981년 04월 12일,중앙고-고려대,한국,2004,한화,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
조민철,1979년 06월 08일,광주상고-대불대-KIA,한국,2002,KIA,0.214,12,14,1,3,0,0,0,3,2,0,0,1,1,5,0,0
조민철,1979년 06월 08일,광주상고-대불대-KIA,한국,2003,KIA,0.111,5,9,0,1,0,0,0,1,1,0,0,0,0,2,0,0
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1982,OB,0.271,48,118,12,32,7,2,2,49,9,2,2,6,0,22,2,8
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1983,OB,0.174,41,69,3,12,3,0,0,15,7,0,2,7,0,16,0,5
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1984,OB,0.194,77,175,16,34,7,2,3,54,18,4,5,14,0,40,2,7
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1985,OB,0.238,87,239,30,57,8,0,3,74,33,4,4,13,2,23,3,5
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1986,OB,0.169,41,65,8,11,1,1,1,17,6,3,1,3,0,6,0,2
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1987,OB,0.15,48,80,3,12,2,0,0,14,6,1,0,2,0,12,3,2
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1988,OB,0.194,58,72,4,14,0,0,0,14,3,0,0,2,0,12,2,0
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1989,OB,0.163,54,86,6,14,3,0,1,20,5,1,0,6,0,11,1,3
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1990,OB,0.137,84,102,8,14,2,0,0,16,6,0,1,7,1,19,1,5
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1991,삼성,0.262,51,61,11,16,3,0,1,22,10,0,0,3,0,12,1,1
조범현,1960년 10월 01일,대구초-대건중-충암고-인하대-OB-삼성,한국,1992,삼성,0.125,26,24,1,3,1,0,1,7,4,0,0,1,0,6,1,0
조병일,1967년 12월 09일,인천전문,한국,1993,LG,0.5,3,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0
조병일,1967년 12월 09일,인천전문,한국,1994,LG,0.167,16,12,3,2,1,0,0,3,0,0,0,1,0,4,0,0
조병찬,1977년 05월 17일,전주고-영남대-쌍방울,한국,2001,SK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
조상수,1976년 08월 24일,인천고-건국대,한국,2000,삼성,0.167,2,6,0,1,0,0,0,1,0,0,0,0,0,4,0,0
조상수,1976년 08월 24일,인천고-건국대,한국,2001,삼성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조상헌,1964년 05월 03일,성광고-건국대,한국,1988,MBC,0.239,23,46,6,11,2,0,0,13,2,2,1,1,0,7,0,4
조상헌,1964년 05월 03일,성광고-건국대,한국,1989,MBC,0,7,6,2,0,0,0,0,0,0,0,1,0,0,3,0,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1984,롯데,0.218,75,211,30,46,5,1,1,56,14,5,8,29,5,38,3,3
조성옥,1961년 08월 25일,부산고-동아대,한국,1985,롯데,0.251,89,219,25,55,11,1,2,74,19,7,6,25,1,26,1,1
조성옥,1961년 08월 25일,부산고-동아대,한국,1986,롯데,0.253,104,293,34,74,7,5,0,91,16,2,7,23,0,17,2,4
조성옥,1961년 08월 25일,부산고-동아대,한국,1987,롯데,0.238,78,168,27,40,2,1,0,44,10,3,1,22,0,15,3,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1988,롯데,0.256,71,129,12,33,6,0,0,39,11,2,4,6,0,12,4,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1989,롯데,0.258,101,275,26,71,18,1,0,91,33,5,6,40,3,18,3,1
조성옥,1961년 08월 25일,부산고-동아대,한국,1990,롯데,0.236,99,250,23,59,15,2,0,78,34,5,8,35,2,23,7,2
조성옥,1961년 08월 25일,부산고-동아대,한국,1991,롯데,0.295,21,61,5,18,3,0,0,21,4,2,0,5,3,7,1,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1992,롯데,0.276,105,243,22,67,7,4,1,85,39,4,2,23,7,23,4,2
조성옥,1961년 08월 25일,부산고-동아대,한국,1993,롯데,0.268,63,97,8,26,1,0,1,30,13,2,1,8,0,9,2,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1994,롯데,0.211,83,161,12,34,3,2,0,41,18,1,0,12,3,26,0,0
조성옥,1961년 08월 25일,부산고-동아대,한국,1995,롯데,0.22,28,41,3,9,0,0,0,9,0,0,0,1,0,4,0,0
조승현,1978년 04월 05일,동산고,한국,1997,현대,0.222,14,18,0,4,1,0,0,5,2,0,0,0,2,6,2,0
조승현,1978년 04월 05일,동산고,한국,2001,현대,0.278,12,18,3,5,0,0,1,8,1,0,0,1,0,4,0,0
조승현,1978년 04월 05일,동산고,한국,2002,현대,0.163,31,43,3,7,1,0,2,14,7,0,0,2,1,18,1,1
조승현,1978년 04월 05일,동산고,한국,2003,현대,0.158,8,19,1,3,0,0,1,6,1,1,0,0,0,5,0,0
조승현,1978년 04월 05일,동산고,한국,2005,현대,0.2,5,5,0,1,0,0,0,1,0,0,0,1,0,1,1,0
조양근,1964년 03월 22일,북일고-고려대,한국,1988,빙그레,0.216,87,185,21,40,7,1,3,58,15,10,7,13,1,20,6,9
조양근,1964년 03월 22일,북일고-고려대,한국,1989,빙그레,0.273,119,333,36,91,14,2,1,112,31,20,6,20,3,35,6,10
조양근,1964년 03월 22일,북일고-고려대,한국,1990,빙그레,0.204,72,142,23,29,3,3,0,38,6,9,2,14,2,23,2,4
조양근,1964년 03월 22일,북일고-고려대,한국,1991,빙그레,0.224,93,205,32,46,5,1,2,59,17,4,3,19,1,30,3,7
조양근,1964년 03월 22일,북일고-고려대,한국,1992,빙그레,0.219,92,178,14,39,3,0,0,42,16,4,5,16,2,37,2,10
조양근,1964년 03월 22일,북일고-고려대,한국,1993,LG,0.212,68,146,17,31,3,1,0,36,6,4,2,14,2,18,5,6
조양근,1964년 03월 22일,북일고-고려대,한국,1994,LG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조연제,1975년 06월 21일,덕수상,한국,1994,OB,0.222,10,9,0,2,0,0,0,2,1,0,0,3,0,3,0,1
조영민,1981년 03월 11일,송정동초-충장중-광주제일고-연세대-한화-SK-LG,한국,2008,SK,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조용호,1965년 02월 13일,북일고-한양대,한국,1987,빙그레,0.327,45,49,7,16,3,0,0,19,3,2,2,6,0,10,0,0
조용호,1965년 02월 13일,북일고-한양대,한국,1988,빙그레,0.246,76,130,17,32,6,1,0,40,4,3,5,4,2,22,0,3
조용호,1965년 02월 13일,북일고-한양대,한국,1989,빙그레,0.276,28,29,7,8,0,0,0,8,0,2,1,9,1,6,0,1
조용호,1965년 02월 13일,북일고-한양대,한국,1991,쌍방울,0.318,112,343,53,109,13,3,3,137,32,11,17,40,13,49,3,1
조용호,1965년 02월 13일,북일고-한양대,한국,1992,쌍방울,0.279,97,283,47,79,8,2,3,100,21,6,7,35,8,59,10,4
조용호,1965년 02월 13일,북일고-한양대,한국,1993,쌍방울,0.222,3,9,1,2,0,0,0,2,0,0,0,0,0,3,0,0
조웅천,1971년 03월 17일,광주남초-무등중-순천상고-태평양-현대-SK,한국,1999,현대,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
조웅천,1971년 03월 17일,광주남초-무등중-순천상고-태평양-현대-SK,한국,2007,SK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조웅천,1971년 03월 17일,광주남초-무등중-순천상고-태평양-현대-SK,한국,2008,SK,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1994,쌍방울,0.274,86,223,26,61,5,1,4,80,13,15,6,12,1,15,4,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1995,쌍방울,0.23,38,87,14,20,5,1,1,30,7,3,2,5,0,7,3,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1996,쌍방울,0.268,122,284,39,76,7,1,2,91,29,8,5,21,6,28,8,2
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1997,쌍방울,0.321,126,424,61,136,18,9,5,187,49,15,7,24,2,48,13,2
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1998,쌍방울,0.311,126,479,80,149,20,4,12,213,62,23,6,35,7,46,15,3
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,1999,쌍방울,0.314,47,188,25,59,9,2,6,90,22,11,2,12,1,32,1,1
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2000,SK,0.221,29,77,5,17,0,0,1,20,10,0,1,6,0,13,4,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2001,SK,0.244,111,307,43,75,15,1,7,113,39,7,3,42,4,48,2,1
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2002,SK,0.269,116,297,42,80,8,2,8,116,36,4,3,17,6,44,4,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2003,SK,0.281,128,452,65,127,18,0,8,169,48,13,5,35,14,65,7,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2004,SK,0.277,119,386,59,107,17,2,3,137,35,5,6,42,11,49,3,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2005,한화,0.302,95,351,43,106,17,1,6,143,42,7,3,31,4,50,5,0
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2006,한화,0.267,106,341,48,91,10,0,1,104,25,6,2,30,5,45,6,1
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2007,한화,0.266,114,319,36,85,15,1,4,114,26,6,1,23,7,47,9,2
조원우,1971년 04월 08일,수영초-부산중-부산고-고려대-쌍방울-SK-한화,한국,2008,한화,0.2,5,5,0,1,0,0,0,1,0,0,0,0,0,1,1,0
조유신,1975년 02월 07일,경주고-영남대,한국,1997,롯데,0.209,45,67,9,14,2,0,0,16,2,0,0,8,0,18,1,4
조유신,1975년 02월 07일,경주고-영남대,한국,1998,롯데,0.205,26,39,4,8,2,1,1,15,4,1,0,3,0,12,1,5
조유신,1975년 02월 07일,경주고-영남대,한국,2000,롯데,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1
조윤채,1977년 08월 10일,광주제일고-동국대,한국,2002,한화,0.414,21,29,9,12,2,0,1,17,1,4,3,3,0,6,1,0
조윤채,1977년 08월 10일,광주제일고-동국대,한국,2003,한화,0.221,59,68,27,15,2,0,0,17,2,1,1,13,5,21,1,1
조윤채,1977년 08월 10일,광주제일고-동국대,한국,2004,한화,0.063,14,16,2,1,0,0,0,1,0,0,0,0,0,3,0,0
조은진,1975년 10월 28일,부천고-원광대,한국,1998,OB,0.2,30,10,4,2,0,0,0,2,1,4,2,1,0,5,0,1
조인신,1980년 08월 14일,서울고-건국대,한국,2004,롯데,0,22,14,2,0,0,0,0,0,0,0,0,1,0,3,0,0
조인신,1980년 08월 14일,서울고-건국대,한국,2005,롯데,0.222,27,27,4,6,2,0,0,8,2,1,0,1,0,6,0,2
조재영,1980년 03월 15일,신일고,한국,1999,LG,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조재영,1980년 03월 15일,신일고,한국,2000,LG,0.5,3,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0
조재영,1980년 03월 15일,신일고,한국,2001,LG,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2002,현대,0.216,61,88,9,19,4,2,2,33,12,1,2,11,1,21,0,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2003,현대,0.244,97,135,18,33,6,0,2,45,13,3,1,10,2,25,2,1
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2004,현대,0.204,87,98,10,20,1,1,0,23,7,1,0,19,3,26,4,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2005,현대,0.222,16,27,2,6,2,0,0,8,4,0,1,3,1,7,2,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2008,우리,0.223,49,94,7,21,5,0,0,26,8,1,2,6,1,9,2,2
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2009,히어로즈,0.148,21,27,1,4,1,0,1,8,3,0,0,2,1,5,1,1
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2010,넥센,0.121,46,33,6,4,0,0,0,4,4,0,0,2,1,9,0,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2011,SK,0.75,1,4,1,3,0,0,0,3,0,0,2,1,0,1,0,0
조재호,1980년 01월 10일,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센,한국,2012,SK,0.333,4,3,2,1,1,0,0,2,2,0,0,0,0,1,0,0
조재환,1964년 11월 19일,중앙고-원광대,한국,1987,해태,0.232,87,237,16,55,7,0,0,62,7,1,3,28,0,16,4,0
조재환,1964년 11월 19일,중앙고-원광대,한국,1988,해태,0.184,25,38,4,7,1,0,0,8,0,1,0,6,1,4,1,2
조재환,1964년 11월 19일,중앙고-원광대,한국,1989,해태,0.248,85,206,24,51,4,0,1,58,8,2,2,17,0,22,2,2
조재환,1964년 11월 19일,중앙고-원광대,한국,1990,해태,0.292,20,24,3,7,0,0,0,7,0,0,0,2,0,6,1,0
조정권,1976년 02월 25일,경동고-홍익대-삼성-한화,한국,2001,한화,0.202,98,104,11,21,2,0,1,26,9,1,0,8,2,18,5,1
조정권,1976년 02월 25일,경동고-홍익대-삼성-한화,한국,2002,한화,0.167,15,12,1,2,0,0,0,2,0,0,0,0,0,4,0,0
조정권,1976년 02월 25일,경동고-홍익대-삼성-한화,한국,2003,한화,0.188,14,16,2,3,0,0,0,3,0,0,0,1,0,1,1,0
조종규,1955년 10월 08일,군산상고-건국대,한국,1983,해태,0.037,17,27,0,1,0,0,0,1,0,0,0,0,1,10,0,3
조종규,1955년 10월 08일,군산상고-건국대,한국,1984,OB,0.095,29,21,2,2,0,0,1,5,1,1,0,5,1,6,2,0
조찬관,1965년 06월 20일,영흥고,한국,1990,해태,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1982,해태,0.231,80,268,35,62,8,0,2,76,21,8,4,20,5,23,11,22
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1983,해태,0.174,50,86,8,15,3,0,0,18,1,2,1,3,0,5,3,9
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1984,해태,0.167,55,102,6,17,3,0,0,20,4,2,0,5,2,12,2,6
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1985,해태,0.2,65,85,4,17,1,0,0,18,3,0,1,3,1,8,2,3
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1986,해태,0.248,70,105,7,26,3,2,0,33,8,0,0,6,0,15,2,6
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1987,해태,0.121,31,58,2,7,1,0,0,8,4,0,0,0,0,10,4,2
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1988,해태,0.253,62,95,8,24,3,0,1,30,8,0,1,4,1,11,6,8
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1989,해태,0.242,101,285,29,69,12,1,0,83,12,2,4,27,3,28,10,10
조충열,1959년 02월 25일,강원홍천초-신일중-선린상고-연세대-해태,한국,1990,해태,0.177,50,79,5,14,1,1,0,17,5,1,0,3,2,6,5,2
조태수,1983년 05월 29일,화곡초-충암중-배명고-KIA-상무,한국,2010,KIA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
조필현,1971년 07월 05일,서울고,한국,1990,LG,0.135,23,52,9,7,3,0,0,10,5,3,4,4,2,15,0,0
조필현,1971년 07월 05일,서울고,한국,1991,LG,0.194,77,124,11,24,2,3,0,32,6,7,3,16,0,41,2,4
조필현,1971년 07월 05일,서울고,한국,1992,LG,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
조필현,1971년 07월 05일,서울고,한국,1994,LG,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
조현,1976년 10월 04일,신일고,한국,1995,LG,0.257,104,276,40,71,8,4,9,114,39,4,2,22,4,59,5,0
조현,1976년 10월 04일,신일고,한국,1996,LG,0.212,84,184,18,39,7,0,4,58,21,1,1,17,3,53,2,1
조현,1976년 10월 04일,신일고,한국,1997,해태,0.2,36,60,8,12,3,0,1,18,4,0,0,8,0,14,3,0
